BlockId,Predicted_Label,Features,TimeInterval,Latency
blk_8291374049531051449,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15347.0, 7218.0, 0.0, 0.0, 85.0, 130.0, 68.0, 60.0]",22934
blk_4467026036003824565,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 3.0, 0.0, 830.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.0, 1.0, 0.0, 27.0, 0.0, 0.0, 248.0, 5788.0, 0.0, 0.0, 0.0, 153.0, 2.0, 4.0, 33.0]",7126
blk_8555164537917099054,Fail,"['E5', 'E5', 'E22', 'E5', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1985.0, 46229.0, 0.0, 0.0, 288.0, 76.0, 21.0]",48606
blk_-2897756829986813650,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E25', 'E18', 'E5', 'E26', 'E26', 'E6', 'E16', 'E21', 'E2', 'E4', 'E4', 'E3', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 1.0, 59.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 101.0, 1.0, 0.0, 19.0, 14.0, 0.0, 0.0, 12.0, 6799.0, 542.0, 63.0, 13.0, 16675.0, 12424.0, 392.0, 0.0, 0.0, 169.0, 28.0, 13.0]",37326
blk_8551891729374876848,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 3.0, 47.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19904.0, 20.0, 227.0, 24768.0, 16.0, 170.0, 7188.0, 0.0, 0.0, 68.0, 94.0, 5.0, 1.0]",52511
blk_-8235760808115761865,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E3', 'E3', 'E4', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E5', 'E18', 'E25', 'E6', 'E16', 'E26', 'E26', 'E21', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 88.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21019.0, 121.0, 174.0, 11353.0, 2.0, 1.0, 50.0, 0.0, 0.0, 581.0, 7.0, 3262.0, 0.0, 0.0, 10.0, 0.0, 0.0, 452.0, 8.0, 8984.0, 150.0, 108.0, 5332.0, 0.0, 0.0, 67.0, 14.0, 18.0]",51801
blk_-5590184639577957271,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_9169137031804201760,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3305.0, 0.0, 0.0, 39.0, 143.0, 8.0, 1.0]",3527
blk_9111178935447269327,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39535.0, 0.0, 0.0, 26.0, 352.0, 15.0, 77.0]",40042
blk_6816169846869943353,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 3.0, 1.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5910.0, 0.0, 0.0, 34.0, 121.0, 4.0, 64.0]",6180
blk_-1175027132744034677,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 1.0, 74.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 331.0, 0.0, 0.0, 26.0, 2.0, 1.0, 5.0]",441
blk_5954463974552471487,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E26', 'E3', 'E3', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 1.0, 35.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 19626.0, 114.0, 24891.0, 148.0, 8129.0, 0.0, 0.0, 85.0, 77.0, 7.0, 1.0]",53115
blk_-5593516353413628646,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 7120.0, 0.0, 0.0, 89.0, 2.0, 57.0]",7304
blk_6735013175234703609,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 2.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1660.0, 0.0, 0.0, 15.0, 137.0, 6.0, 9.0]",1870
blk_-4038351571194754359,Fail,"['E5', 'E22']",[0.0],0
blk_1955125484433273064,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E27', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 57.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 4793.0, 0.0, 0.0, 140.0, 12.0, 3.0]",5012
blk_6521476577264119794,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E5', 'E18', 'E26', 'E16', 'E6', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 161.0, 2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 5.0, 7531.0, 0.0, 0.0, 112.0, 167.0, 38.0]",8043
blk_-393836815515335195,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_7099216349048045387,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 2.0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0, 115.0, 12.0, 447.0, 2.0, 3.0, 41.0, 0.0, 0.0, 576.0, 2535.0, 0.0, 0.0, 0.0, 174.0, 23.0, 23.0, 1008.0]",5025
blk_1481900455537141945,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E18', 'E25', 'E26', 'E26', 'E26', 'E5', 'E16', 'E6', 'E26', 'E21', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 4.0, 2331.0, 46308.0, 0.0, 0.0, 338.0, 11.0, 23.0]",49023
blk_-8133447224780426578,Fail,"['E22', 'E5']",[0.0],0
blk_-8048157309109695056,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_1303775193576876514,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E18', 'E25', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 133.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2751.0, 0.0, 1.0, 56.0, 0.0, 0.0, 209.0, 10.0, 2699.0, 0.0, 0.0, 144.0, 12.0, 881.0]",6897
blk_-86536490425027391,Fail,"['E22', 'E5']",[0.0],0
blk_-7137456002168449990,Fail,"['E5', 'E5', 'E5', 'E22', 'E13', 'E11', 'E9', 'E13', 'E13', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6941.0, 0.0, 0.0, 91.0, 10.0, 13.0]",7057
blk_-612919509046407150,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 4.0]",4
blk_6078218965812170468,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 1.0, 68.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3015.0, 0.0, 0.0, 114.0, 54.0, 10.0, 9.0]",3271
blk_1601611363884272747,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E18', 'E25', 'E5', 'E6', 'E16', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 1002.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 424.0, 0.0, 0.0, 31.0, 0.0, 0.0, 85.0, 3084.0, 2705.0, 0.0, 0.0, 0.0, 165.0, 4.0, 14.0, 861.0]",8376
blk_4339576611102420379,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E2', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 2.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7780.0, 57.0, 0.0, 23.0, 0.0, 0.0, 1065.0, 23.0, 50.0, 1882.0, 0.0, 0.0, 0.0, 161.0, 16.0, 7.0, 82.0]",11189
blk_-867498597214460203,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E3', 'E4', 'E3', 'E25', 'E5', 'E18', 'E6', 'E16', 'E26', 'E26', 'E21', 'E25', 'E5', 'E18', 'E6', 'E16', 'E26', 'E26', 'E21', 'E4', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[1.0, 0.0, 0.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22974.0, 7.0, 126.0, 9967.0, 2.0, 0.0, 26.0, 0.0, 0.0, 606.0, 6.0, 3305.0, 38.0, 0.0, 47.0, 0.0, 0.0, 335.0, 9.0, 10465.0, 25.0, 50.0, 4036.0, 0.0, 0.0, 126.0, 1.0, 35.0]",52229
blk_-7486459506503369246,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 27.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5892.0, 3.0, 0.0, 35.0, 0.0, 0.0, 1110.0, 15.0, 1953.0, 0.0, 0.0, 78.0, 34.0, 3.0]",9151
blk_5848267056636640301,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 1.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6111.0, 0.0, 0.0, 108.0, 40.0, 33.0, 8.0]",6337
blk_1442285711741827077,Fail,"['E22', 'E5']",[0.0],0
blk_-2667098508999319871,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E10', 'E7', 'E14', 'E7', 'E8', 'E11', 'E14', 'E7']","[0.0, 0.0, 0.0, 61.0, 0.0, 0.0, 14.0, 0.0, 0.0, 0.0, 267.0, 0.0]",342
blk_349284099419601276,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E18', 'E25', 'E5', 'E26', 'E16', 'E6', 'E26', 'E21', 'E3', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 4.0, 3181.0, 6375.0, 39916.0, 0.0, 0.0, 300.0, 9.0, 21.0]",49813
blk_9051809728697216750,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37568.0, 0.0, 0.0, 24.0, 352.0, 14.0, 12.0]",38001
blk_7872574506937249375,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21444.0, 147.0, 8092.0, 16715.0, 215.0, 4937.0, 0.0, 0.0, 39.0, 119.0, 4.0, 2.0]",51739
blk_6576787901089481900,Fail,"['E22', 'E5']",[1.0],1
blk_-6729986010789176452,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 1.0, 4.0]",5
blk_-868372746551789949,Fail,"['E5', 'E22']",[0.0],0
blk_-4947974183611016889,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E25', 'E18', 'E5', 'E6', 'E26', 'E16', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 34.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 85.0, 1.0, 0.0, 14.0, 0.0, 1.0, 114.0, 13.0, 10609.0, 0.0, 0.0, 140.0, 8.0, 28.0]",11048
blk_9210510568252792087,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5324.0, 0.0, 0.0, 12.0, 180.0, 23.0, 37.0]",5600
blk_-6653491261831763322,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E25', 'E26', 'E26', 'E26', 'E18', 'E5', 'E6', 'E16', 'E26', 'E21', 'E4', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 30.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 10.0, 0.0, 0.0, 6.0, 19698.0, 10561.0, 14402.0, 7542.0, 0.0, 0.0, 66.0, 31.0, 55.0]",52405
blk_-7606467001548719462,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3517.0, 1.0, 0.0, 3.0, 0.0, 0.0, 265.0, 3.0, 2703.0, 0.0, 0.0, 89.0, 44.0, 296.0]",6923
blk_2384016608757456393,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 340.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 2.0, 1.0, 12.0, 0.0, 0.0, 261.0, 2538.0, 0.0, 0.0, 0.0, 137.0, 24.0, 27.0, 1023.0]",4374
blk_5687635163499452249,Fail,"['E5', 'E22']",[0.0],0
blk_9138612887499075154,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 39936.0, 0.0, 0.0, 50.0, 246.0, 69.0, 194.0]",40520
blk_8550805870192590260,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[1.0, 0.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7486.0, 0.0, 0.0, 98.0, 184.0, 19.0, 44.0]",7846
blk_6341329616969158079,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 1.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20566.0, 21.0, 58.0, 24778.0, 302.0, 12.0, 6518.0, 0.0, 0.0, 79.0, 88.0, 17.0, 102.0]",52570
blk_5981215323232212348,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 1.0, 37.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4052.0, 0.0, 0.0, 28.0, 113.0, 7.0, 34.0]",4272
blk_4497705577544395464,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 3.0]",3
blk_9080975400161482590,Fail,"['E5', 'E22']",[0.0],0
blk_9181863108539738899,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E2', 'E4', 'E3', 'E4', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 3.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1214.0, 2994.0, 29.0, 25.0, 30860.0, 1284.0, 12758.0, 0.0, 0.0, 19.0, 373.0, 44.0, 115.0]",49749
blk_-6894812511863351896,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 3.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 2694.0, 0.0, 0.0, 85.0, 9.0, 22.0]",2860
blk_2353979918958276068,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 4.0]",4
blk_-3854367317421411027,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 1.0, 3.0]",4
blk_4218765485002916028,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E20', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2931.0, 33.0, 1.0, 32.0, 1.0, 0.0, 199.0, 18.0, 2697.0, 0.0, 0.0, 0.0, 146.0, 16.0, 23.0, 866.0]",7005
blk_-6689164257401995971,Fail,"['E5', 'E22']",[0.0],0
blk_9080047896716934701,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[1.0, 0.0, 1.0, 40.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2953.0, 0.0, 0.0, 41.0, 135.0, 11.0, 18.0]",3201
blk_3959108323160968259,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 1.0, 1.0]",2
blk_-3620184007985069403,Fail,"['E22', 'E5', 'E5', 'E5', 'E25', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E18', 'E5', 'E5', 'E26', 'E26', 'E6', 'E16', 'E6', 'E21', 'E21', 'E2', 'E3', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 5188.0, 1343.0, 6356.0, 23636.0, 0.0, 0.0, 190.0, 17.0, 7.0]",36757
blk_8506792417816072316,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_-3800595472166056394,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E3', 'E3', 'E4', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E25', 'E5', 'E18', 'E16', 'E6', 'E26', 'E26', 'E21', 'E2', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 25331.0, 55.0, 104.0, 6443.0, 3.0, 1.0, 35.0, 0.0, 0.0, 595.0, 8.0, 3261.0, 2.0, 0.0, 31.0, 0.0, 1.0, 428.0, 5.0, 1336.0, 12731.0, 204.0, 75.0, 241.0, 0.0, 0.0, 117.0, 23.0, 2.0]",51072
blk_7775750675620830000,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E2', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 1.0, 3.0, 62.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 10286.0, 11822.0, 0.0, 0.0, 77.0, 179.0, 16.0, 26.0]",22473
blk_-1544483287716552342,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E27', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 10936.0, 0.0, 0.0, 151.0, 7.0, 8.0]",11140
blk_758177829727196416,Fail,"['E5', 'E5', 'E5', 'E22', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26']","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
blk_6898635604511289605,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E2', 'E21', 'E21', 'E20', 'E21']","[0.0, 3.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 8392.0, 0.0, 0.0, 56.0, 52.0, 62.0, 19.0, 159.0]",8770
blk_8008490635027547245,Fail,"['E5', 'E22']",[0.0],0
blk_223879692644907650,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E27', 'E26', 'E2', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 4.0, 0.0, 65.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1293.0, 23512.0, 20.0, 136.0, 24760.0, 103.0, 113.0, 861.0, 0.0, 0.0, 127.0, 6.0, 5.0]",51009
